plate_map_name	Batch	allele_set	SourceID	SYMBOL	entry_plate	entry_well	entry_numb	entry_well_id	dest_plate	dest_well	dest_numb	node_type	aa_change	c96	r96	r384	c384	r384_letter	well_position	384ID	allele
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q2	D10	76	cPC		10	4	7	20	G	G20	7_20	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q3	C11	83	cNC		11	3	6	21	F	F21	6_21	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q2	D11	84	cPC		11	4	7	22	G	G22	7_22	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q3	E11	85	cPPC	T1151M	11	5	10	21	J	J21	10_21	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q3	F11	86	cPC		11	6	12	21	L	L21	12_21	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q3	G11	87	cPC		11	7	14	21	N	N21	14_21	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _CYP2A6	CYP2A6	VarChAMP_controls			CYP2A6	VarChAMP_Candidate_Scramble_Q2	F12	94	PC		12	6	11	24	K	K24	11_24	CYP2A6_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q3	A12	89	cNC		12	1	2	23	B	B23	2_23	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q3	B12	90	cPC		12	2	4	23	D	D23	4_23	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _CYP2A6	CYP2A6	VarChAMP_controls			CYP2A6	VarChAMP_Candidate_Scramble_Q3	F12	94	PC		12	6	12	23	L	L23	12_23	CYP2A6_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q3	D12	92	PC		12	4	8	23	H	H23	8_23	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q3	E12	93	cPC		12	5	10	23	J	J23	10_23	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _CYP2A6	CYP2A6	VarChAMP_controls			CYP2A6	VarChAMP_Candidate_Scramble_Q4	F12	94	PC		12	6	12	24	L	L24	12_24	CYP2A6_
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q3	G12	95	cPC		12	7	14	23	N	N23	14_23	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q3	H12	96	PC		12	8	16	23	P	P23	16_23	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q4	A01	1	cPC		1	1	2	2	B	B02	2_2	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q3	D10	76	cPC		10	4	8	19	H	H19	8_19	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q4	C01	3	cPC		1	3	6	2	F	F02	6_2	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q4	D01	4	cPC		1	4	8	2	H	H02	8_2	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q4	E01	5	PC		1	5	10	2	J	J02	10_2	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q4	F01	6	cPC		1	6	12	2	L	L02	12_2	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q4	G01	7	cPC		1	7	14	2	N	N02	14_2	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q4	H01	8	cPC		1	8	16	2	P	P02	16_2	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q4	A02	9	cPC		2	1	2	4	B	B04	2_4	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q4	B02	10	PC		2	2	4	4	D	D04	4_4	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q4	C02	11	cPC		2	3	6	4	F	F04	6_4	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q4	D02	12	cPPC	T1151M	2	4	8	4	H	H04	8_4	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q4	E02	13	cPC		2	5	10	4	J	J04	10_4	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q4	F02	14	cPC		2	6	12	4	L	L04	12_4	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q4	G02	15	cPC		2	7	14	4	N	N04	14_4	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q4	H02	16	cPC		2	8	16	4	P	P04	16_4	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q4	A03	17	cPC		3	1	2	6	B	B06	2_6	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q4	B03	18	cPC		3	2	4	6	D	D06	4_6	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q4	C03	19	cPC		3	3	6	6	F	F06	6_6	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q4	D03	20	cNC		3	4	8	6	H	H06	8_6	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q4	E03	21	cPC		3	5	10	6	J	J06	10_6	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q4	F03	22	cPC		3	6	12	6	L	L06	12_6	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q4	G03	23	cPC		3	7	14	6	N	N06	14_6	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q4	H03	24	cNC		3	8	16	6	P	P06	16_6	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q4	A04	25	cPC		4	1	2	8	B	B08	2_8	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q4	B04	26	cNC		4	2	4	8	D	D08	4_8	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q4	C04	27	cPC		4	3	6	8	F	F08	6_8	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q4	D04	28	cPC		4	4	8	8	H	H08	8_8	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q4	E04	29	cPC		4	5	10	8	J	J08	10_8	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q4	F04	30	cNC		4	6	12	8	L	L08	12_8	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q4	G04	31	cPC		4	7	14	8	N	N08	14_8	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q4	H04	32	cNC		4	8	16	8	P	P08	16_8	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q4	A05	33	cPPC	T1151M	5	1	2	10	B	B10	2_10	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q4	B05	34	cPC		5	2	4	10	D	D10	4_10	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q4	C05	35	cPC		5	3	6	10	F	F10	6_10	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q4	D05	36	cPC		5	4	8	10	H	H10	8_10	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q4	E05	37	cPC		5	5	10	10	J	J10	10_10	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q4	F05	38	cNC		5	6	12	10	L	L10	12_10	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q4	G05	39	cPC		5	7	14	10	N	N10	14_10	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q4	H05	40	cPC		5	8	16	10	P	P10	16_10	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q4	A06	41	cNC		6	1	2	12	B	B12	2_12	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q1	G10	79	TC		10	7	13	19	M	M19	13_19	561_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q4	C06	43	cPC		6	3	6	12	F	F12	6_12	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q2	G10	79	TC		10	7	13	20	M	M20	13_20	561_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q4	E06	45	cPC		6	5	10	12	J	J12	10_12	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q4	F06	46	cPC		6	6	12	12	L	L12	12_12	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q4	G06	47	cNC		6	7	14	12	N	N12	14_12	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q4	H06	48	cPC		6	8	16	12	P	P12	16_12	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q4	A07	49	cNC		7	1	2	14	B	B14	2_14	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q4	B07	50	cNC		7	2	4	14	D	D14	4_14	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q4	C07	51	cPC		7	3	6	14	F	F14	6_14	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q4	D07	52	cPC		7	4	8	14	H	H14	8_14	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q4	E07	53	cPC		7	5	10	14	J	J14	10_14	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q4	F07	54	cPC		7	6	12	14	L	L14	12_14	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q4	G07	55	cPC		7	7	14	14	N	N14	14_14	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q4	H07	56	cPC		7	8	16	14	P	P14	16_14	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q3	G10	79	TC		10	7	14	19	N	N19	14_19	561_
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q4	B08	58	cPC		8	2	4	16	D	D16	4_16	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q4	C08	59	cNC		8	3	6	16	F	F16	6_16	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q4	D08	60	cPC		8	4	8	16	H	H16	8_16	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q4	E08	61	cPC		8	5	10	16	J	J16	10_16	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q4	F08	62	cPC		8	6	12	16	L	L16	12_16	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q4	G08	63	cPC		8	7	14	16	N	N16	14_16	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q4	H08	64	cNC		8	8	16	16	P	P16	16_16	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q4	A09	65	cPC		9	1	2	18	B	B18	2_18	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q4	B09	66	cPC		9	2	4	18	D	D18	4_18	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q4	C09	67	cNC		9	3	6	18	F	F18	6_18	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q4	D09	68	cPC		9	4	8	18	H	H18	8_18	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q4	F09	70	cPPC	T1151M	9	6	12	18	L	L18	12_18	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q4	G09	71	cPC		9	7	14	18	N	N18	14_18	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q4	B10	74	cPC		10	2	4	20	D	D20	4_20	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q4	C10	75	cNC		10	3	6	20	F	F20	6_20	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q3	D11	84	cPC		11	4	8	21	H	H21	8_21	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q4	E10	77	cPC		10	5	10	20	J	J20	10_20	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q4	F10	78	cPC		10	6	12	20	L	L20	12_20	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q4	G10	79	TC		10	7	14	20	N	N20	14_20	561_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q1	H11	88	TC		11	8	15	21	O	O21	15_21	561_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q4	D10	76	cPC		10	4	8	20	H	H20	8_20	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q4	C11	83	cNC		11	3	6	22	F	F22	6_22	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q4	D11	84	cPC		11	4	8	22	H	H22	8_22	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q4	E11	85	cPPC	T1151M	11	5	10	22	J	J22	10_22	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q4	F11	86	cPC		11	6	12	22	L	L22	12_22	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q4	G11	87	cPC		11	7	14	22	N	N22	14_22	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q2	H11	88	TC		11	8	15	22	O	O22	15_22	561_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q4	A12	89	cNC		12	1	2	24	B	B24	2_24	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q4	B12	90	cPC		12	2	4	24	D	D24	4_24	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q3	H11	88	TC		11	8	16	21	P	P21	16_21	561_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q4	D12	92	PC		12	4	8	24	H	H24	8_24	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q4	E12	93	cPC		12	5	10	24	J	J24	10_24	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q4	H11	88	TC		11	8	16	22	P	P22	16_22	561_
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q4	G12	95	cPC		12	7	14	24	N	N24	14_24	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q4	H12	96	PC		12	8	16	24	P	P24	16_24	ALK_
